Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Address,Price,Currency,Description,Datetime,Land Area,Service Lines,Facilities,Appliances,Links
House,Stone,87 sq.m.,1,4,1,,,Old Renovation,"Կարեն Դեմիրճյան փողոց 8Ա, Գյումրի","$14,500",USD,"Sale with property...A detached house is for sale, which is located on Karen Demirchyan Street, in the back of the Italian Polyclinic. The total area of the land is 105 sq/m, the living area is 87 sq/m, there is an attic with an area of 100 sq/m. Iron doors and wooden windows are installed at the entrance. Outdoor parking spaces are allocated in the yard. The house consists of 2 bedrooms, kitchen and bathroom on the first floor, 3 rooms on the top floor. There is a basement area where there is a bakery. A kindergarten, a school and many shops are nearby. The place is calm and quiet.Translated from Armenian",Nov-25-2022_00-24,105 sq.m.,,,,https://list.am/en/item/13883250
House,Stone,122 sq.m.,1,5,1,,,Cosmetic Renovation,"Սահմանապահ փողոց 15, Գյումրի","$40,000",USD,"Two-storey private house is for sale near the City Stadium. The total area of the building is 324 sq / m, the living area is 118 sq / m, the basement is 48 sq / m, the attic is 72 sq / m. It is provided with all the necessary communications. Euro doors and wooden windows are installed at the entrance. The house has 5 separate rooms, it is cosmetically renovated, the kitchen հ the bathroom is tiled. There is an auxiliary building in the yard. The house has an attic, a basement, a garage with an iron gate. Kindergarten, school, numerous shops are nearby. The place is quiet and quiet.Translated from Armenian",Nov-25-2022_00-24,324 sq.m.,,,,https://list.am/en/item/10784949
House,Stone,169 sq.m.,2,5,1,Available,2 spots,Cosmetic Renovation,"Աճեմյանի փողոց 26, Գյումրի","$150,000",USD,"A private house is for sale in the center of Gyumri or is for rent. It is renovated, has 6 rooms, 1 bathroom, 1 large kitchen, 2 balconies, open and closed.It was built at the end of the 19th century, in 1880, and belonged to the famous rich businessman Elbakov (family) The building is located in Kumayri Reserve, Slabodka district. It is a historical-architectural-cultural value, the facade is polished.It is located on the street of the central park, not far from the center of Tumo, on the same street the films of Albert Mkrtchyan ""Song of the old days"" etc. Were shot.The house is suitable both for living and for serving as a business area, ""Hostel"", ""Hotel"", etc.Translated from Armenian",Nov-25-2022_00-24,,,,,https://list.am/en/item/15475775
House,Stone,470 sq.m.,2,7,1,,,Old Renovation,Shirak › Artik,"11,500,000 ֏",AMD,"Բնակելի տուն` 470 քմ ընդհանուր մակերեսով:Ունի հողամաս` 1253 քմ ընդհանուր մակերեսով, օժանդակ շինություն`33.09 քմ, լողավազան`20.8 քմ, ավտոտնակ`79.8քմ, թռչնանոց`27.35քմ, պարիսպ`19.81 քմ",Nov-25-2022_00-24,,,,,https://list.am/en/item/14014184
House,Stone,110 sq.m.,1,5,1,,,Partial Renovation,"Sundukyan Street, Gyumri","$35,000",USD,"For sale: 2 private houses in one yardc. Gyumri, Sundukyan street110 square meters. Common surface5 roomsStoneOn the sunny sideUtility with all amenitiesStorage roomSmall yardSelling price: $35,000Code 6846Translated from Armenian",Nov-25-2022_00-24,10 sq.m.,,,,https://list.am/en/item/18276690
House,Stone,157 sq.m.,1,4,1,,,Old Renovation,"Ստեփան Շահումյանի փողոց 25, Գյումրի","$35,000",USD,"A spacious, bright house is for sale in the central part of the city. The house has a mansard floor and a separate yard. The house is also for rent.Translated from Armenian",Nov-25-2022_00-24,270 sq.m.,,,,https://list.am/en/item/17843711
House,Stone,79 sq.m.,1,3,1,,,No Renovation,Shirak › Yerazgavors,"$8,000",USD,Permanent water internet security system lightTranslated from Armenian,Nov-25-2022_00-24,1200 sq.m.,,,,https://list.am/en/item/17395108
House,Stone,96 sq.m.,1,3,1,,,Cosmetic Renovation,Shirak › Arevik,"$27,000",USD,"A private house is urgently for sale in the village of Arevik, 5 km from Gyumri. The house has 3 large rooms, a kitchen, a bathroom, a toaster, utility facilities, a pavilion (besetka) in the yard with a cellar, a large garage for 2 cars, with a fence. Plot in front of the house with walnut and walnut trees. You can buy and renovate it into a nice guest house. For more information call:Translated from Armenian",Nov-25-2022_00-24,400 sq.m.,,,,https://list.am/en/item/17852451
House,Monolith,156 sq.m.,1,4,1,,,Partial Renovation,Shirak › Jajur,"7,000,000 ֏",AMD,"Residential house for salec, in JajurBasement area: 24.5 square meters1000 sq / m landTranslated from Armenian",Nov-25-2022_00-24,,,,,https://list.am/en/item/15495805
House,Stone,127 sq.m.,1,4,1,By agreement,2 spots,Major Renovation,Shirak › Artik,"$30,000",USD,Urgent sale in PemzaschenTranslated from Armenian,Nov-25-2022_00-24,900 sq.m.,"ELectricity, water supply, natural gas, sewerage",,"FRidge, stove, washing machine",https://list.am/en/item/15671427
House,Stone,155 sq.m.,1,4,1,,,Old Renovation,"1-й тупик улицы Курхинян 7, Гюмри","$26,000",USD,"Продается дом в Гюмри. Есть отдельный двор, гараж, подвал.",Nov-25-2022_00-24,295 sq.m.,,,,https://list.am/en/item/18269231
Country House,Stone,54 sq.m.,2,3,1,,,Old Renovation,Shirak › Vahramaberd,"$6,000",USD,"A two-story private house is for sale in LenGES - Avan. The total area of the mansion is 72 square meters, built on a 600 square meter plot. It has a balcony of 18 square meters. For more information callThere is no option for Pakov.Translated from Armenian",Nov-25-2022_00-24,600 sq.m.,,,,https://list.am/en/item/18038979
House,Stone,326 sq.m.,1,5,1,Not available,2 spots,No Renovation,Shirak › Arapi,"6,500,000 ֏",AMD,"A half-built house of 1200 sq/m is for sale in the village of Arapi, 0.5 km from the city of Gyumri, next to Mother Armenia. The village has gas, water, electricity and internet. Very urgentlyTranslated from Armenian",Nov-25-2022_00-24,1200 sq.m.,,,,https://list.am/en/item/16801500
House,Stone,172 sq.m.,1,4,1,Available,2 spots,Euro Renovation,Shirak › Artik,"$40,000",USD,"A private house is for sale in Artik community, as a 44 residential house on Isahakyan street, a residential house near the center. The total area of the land is 781 sq. M., the living area is 172 sq. M., there is a summer kitchen of 20 sq. M. It is provided with all the necessary communications, it is fully repaired. , stone garage. The house has 4 rooms in total, the interior doors are made of wood, the kitchen: The bathroom is tiled. The house has an individual heating system. Outdoor parking lots and a stone garage are provided in the yard. It has an orchard. The place is quiet and quiet.Translated from Armenian",Nov-25-2022_00-24,781 sq.m.,,,,https://list.am/en/item/17943516
House,Stone,133 sq.m.,1,3,1,,,Cosmetic Renovation,Shirak › Akhuryan,"$24,500",USD,"Also available for rent...A house for sale in Akhuryan, near the school. The total area of the building is 860 sq/m, the living area is 133 sq/m. The house consists of 3 rooms. It is equipped with all necessary communications, the bathroom and the kitchen are tiled. There are wooden and euro doors and wooden windows at the entrance. The house has an individual heating system. There is a basement area with 3 separate rooms along the entire building. It has a yard with an orchard of 680 sq/m. There are a kindergarten, a school and many shops in the neighborhood. The place is quiet. And quietly.Code 1113Translated from Armenian",Nov-25-2022_00-24,860 sq.m.,,,,https://list.am/en/item/14037834
House,Stone,120 sq.m.,1,4,1,,,Old Renovation,Shirak › Isahakyan,"$9,000",USD,Իսահակյան գյուղում վաճառվում է սԵփականաշնորհվաց բնակարան. Ունի թոնրատուն. Անասնագոմ. Չոր լուսավոր.,Nov-25-2022_00-24,1200 sq.m.,,,,https://list.am/en/item/17142656
House,Stone,226 sq.m.,1,4,1,,,Old Renovation,Shirak › Artik,"$38,000",USD,"A 1-story private house of 226 sq. M. Is for sale. M total area, 135 sq. M living area. The house has 3 bedrooms and a living room, kitchen, bathroom, has a water heater, natural gas, constant water supply. At the back of the house there is a plot of land with productive trees, a cattle shed and a cellar. Sold with the property.Code 0238Translated from Armenian",Nov-25-2022_00-24,91 sq.m.,,,,https://list.am/en/item/18259899
House,Stone,650 sq.m.,1,5,1,,,Major Renovation,"Yerevan Highway, Gyumri","$77,000",USD,"Urgently for sale, own housec. Gyumri-Yerevan highway147 square meters. Living space650 square meters. General5 roomsUtility with all amenitiesStoneOn the sunny sideWith hot and cold waterFencedFruit treesNewly built in 2013.GarageyardWill exchange for a 4-room own houseSelling price: $77,000 NegotiableCode 8345Translated from Armenian",Nov-25-2022_00-24,503 sq.m.,,,,https://list.am/en/item/17788980
House,Stone,124 sq.m.,1,2,1,,,No Renovation,"2-րդ փողոց 5, Ախուրյան","$27,000",USD,"This NEWLY BUILT House is for sale in Akhuryan, near the School, which is addressed as a 14/1 Lazaryan street residential house. The living area of this private house is 94 sq. M., land is 124 sq. M., basement is 30 sq. M. The private house consists of 2 rooms, entrance-basement sections. The private house has 2 entrances, a yard of fruit trees. The house has euro doors, euro windows. All the necessary shops, a school and a kindergarten are nearby.The house is located in the common yard ․․․Translated from Armenian",Nov-25-2022_00-24,119 sq.m.,,,,https://list.am/en/item/11847955
House,Stone,147 sq.m.,1,4,1,,,Euro Renovation,"Հարավ-Արևելյան շրջանցող ճանապարհ 1-ին նրբանցք 14/1, Գյումրի","$66,000",USD,"Built in 2013... Newly built house for sale at the rear of Mets Aniv of Yerevanian Highway. The total area of the building is 642 square meters, the living area is 147 square meters. The house consists of 4 rooms. It is equipped with all necessary communications, the bathroom and the kitchen are tiled. The house is fenced. In the yard there is a space for summer recreation. The entrance has iron doors, euro windows, and an iron gate. An individual heating system is installed. There is outdoor parking spaces and a stone garage 32 sq/m by the yard. It has a yard with a fruit garden and there is an additional plot of land with 50 fruit trees with a building of 600 sq/m, which is sold separately. There are a kindergarten, a school and many in the neighborhood. Shops. The place is calm and quiet.Translated from Armenian",Nov-25-2022_00-24,642 sq.m.,,,,https://list.am/en/item/16036985
House,Stone,308 sq.m.,2,4,2,,,Cosmetic Renovation,"Ցուլուկիձե փողոց 82, Գյումրի","$60,000",USD,"PRIVATE PROPERTY IS INCLUDED IN THE SALE PRICE Առ A private house is for sale in the central part of the city, 80/1 Tsulukidze street, addressing the market. The total area of the building is 157 sq. M., the living area is 308 sq. M. With all the necessary communications. Iron doors, wooden barred windows are installed at the entrance. The private house has 4 separate rooms, it is cosmetically renovated, the bathroom is tiled, a 12 liter water boiler is installed. There is a semi-basement section, a stone garage with an iron gate of 109 sq. M. The private house has 2 entrances. Kindergarten, school, numerous shops are nearby. The place is quiet and quiet.Translated from Armenian",Nov-25-2022_00-24,157 sq.m.,,,,https://list.am/en/item/16704566
House,Stone,460 sq.m.,1,4,2,,,No Renovation,"Օդանավակայան 2-րդ թաղամաս 1, Գյումրի","$10,000",USD,"Shaat Urgent A private house is for sale in the territory of the airport. The living area of the private house is 460 sq. M., there is a basement area of 230 sq. M. In the whole part of the building. The foundation is intended for the construction of the second floor. It is possible to exchange it with a car.Translated from Armenian",Nov-25-2022_00-24,600 sq.m.,,,,https://list.am/en/item/14520850
House,Stone,87 sq.m.,1,3,1,,,Old Renovation,"Գերցենի փողոց 5-րդ նրբանցք 5, Գյումրի","$13,000",USD,"House for sale on Gertsen street, next to VALE Restaurant. The house consists of 3 rooms, a kitchen։ a bathroom. An iron gate, wooden doors and windows are installed. The land is 108 sq. M., the living area is 87 sq. M. There is a basement, the house needs interior decoration. It is privatized ․․․Translated from Armenian",Nov-25-2022_00-24,108 sq.m.,,,,https://list.am/en/item/11056934
House,Stone,667 sq.m.,1,3,1,Not available,Not available,No Renovation,Shirak › Voghji,"14,434,200 ֏",AMD,"The property is a Bank Collateral that is in BANKRUPTCY auction.Shirak marz, Amasia community, c. Voghyi 1 st. Residential house at 13, 667.18 square meters, plot of land: 5450 square meters. There is a livestock building - 360 square meters, a greenhouse - 250 square meters. The building is one-story, the walls have an attic, a semi-basement floor, it is in the stage of unfinished renovation, the windows are wooden, the entrance door is a metal gate in satisfactory condition, the interior decoration is missing, partially tiled, the general condition is average, the renovation is incomplete, the greenhouse is demolished, there is electricity supply and water supply.You can also purchase the presented property through lending by the Bank, with the current lending terms and rates.! Attention!The property is encumbered by actual users, whose eviction and all necessary costs and actions arising from the contract will be carried out by the successful bidder.Translated from Armenian",Nov-25-2022_00-24,5450 sq.m.,,,,https://list.am/en/item/18255948
House,Monolith,162 sq.m.,2,7,2,,,Partial Renovation,"15th Street 11, Gyumri","22,000,000 ֏",AMD,"An apartment is for sale in Ani district, at the end of Yeghrishe Charents street, near the Austrian district.Heating system: AristonThe number of bedrooms: 3, it has a basement, a veranda, a kitchen, a large entrance hall, a living room, there are bathrooms on both floors, it has two balconies.The windows are made in Europe.It has a large yard, separate. There is a garage in the yard, it is fenced, it has fruit trees, a rose garden, raspberries grow in a small area ️It is privatizedTranslated from Armenian",Nov-25-2022_00-24,,,,,https://list.am/en/item/18254017
House,Stone,240 sq.m.,2,7,1,Not available,1 spot,Old Renovation,"Ghukasyan street, Gyumri","$55,000",USD,"Վաճառվում է Երկհարկանի Առանձնատուն AMM-ի հարեվանությամբ։ Շինության ընդհանուր մակերեսը կազմում է 240քմ, որից բնակելին 221ք/մ է։Ապահովված է բոլոր անհրաժեշտ կոմունիկացիաներով։ Մուտքին տեղադրված են երկաթե դռներ, երկաթյա դարպաս։ Բակում հատկացված է բացօթյա ավտոկայանտեղի և քարե ավտոտնակ յամկով։ Առանձնատունը ընդհանուր ունի 7 ննջասենյակ, որից առաջին հարկում 3 սենյակ, երկրորդ հարկում 4 սենյակ, որը և համարվում է հիմնական բնակելի տունը, առանձնացված խոհանոց, սալիկապատված սանհագույցով, ջրատաքացուցիչով։ փայտյա ճաղապատված պատուհաններ, միջսենյակային դռները փայտից են: Հարևանությամբ են գտնվում մանկապարտեզ, դպրոց և բազմաթիվ խանութներ։",Nov-25-2022_00-24,240 sq.m.,"ELectricity, water supply, natural gas, sewerage",,,https://list.am/en/item/10720731
House,Stone,253 sq.m.,2,8+,1,,,No Renovation,Shirak › Mayisyan,"$25,000",USD,"Two-storey private house is for sale in Mayisyan village, near the school and kindergarten. The total area of the land is 1700 square meters, the living area is 253 square meters, each floor is 126 square meters. The house has 8 rooms in total, the house needs major renovation. The first floor of the private house consists of 3 rooms, a kitchen and a stone garage. The second floor of the house has 5 rooms. There is an open balcony. Outdoor parking spaces, a stone garage are provided in the yard. There is a 1700 sq / m land fenced in front of the building. The place is quiet and quiet.Translated from Armenian",Nov-25-2022_00-24,1700 sq.m.,,,,https://list.am/en/item/14140604
House,Stone,420 sq.m.,1,3,1,,,Old Renovation,"Շինարարների փողոց 2-րդ նրբանցք, Գյումրի","$35,000",USD,"A 3-room private house is for sale near the Gyumri maternity hospital. It has a yard, fruit trees. There is a structure in the yard that can serve as a summer kitchen.For more information call.NegotiableTranslated from Armenian",Nov-25-2022_00-24,280 sq.m.,,,,https://list.am/en/item/17966053
House,Stone,482 sq.m.,2,8+,2,,,No Renovation,"Կոմիտասի փողոց 55/4, Գյումրի","$245,000",USD,"Two-storey newly built private house is for sale in the part of TRANKYUNI restaurant. The total area of the building is 663 sq / m, the living area is 482 sq / m. It is provided with all the necessary communications. The house is fenced. An area for summer rest is provided in the yard, 663 sq / m land. Iron doors are installed at the entrance, there are iron gates, euro-barred windows, as well as a basement. The roof is completely repaired, the electric wires, water pipes are new. In the yard there is a 2-3 umbrella parking lot, a stone garage of 59 sq. M. Kindergarten, school, numerous shops are nearby. The place is quiet and quiet. The house has an open balcony on the 2nd floor.Translated from Armenian",Nov-25-2022_00-24,663 sq.m.,,,,https://list.am/en/item/13935411
House,Stone,130 sq.m.,1,3,1,,,Euro Renovation,"Ղորղանյան փողոց 177, Գյումրի","$27,000",USD,"1 room private house for sale in the central part of the city with a total area of 130 sq. M., residential 94 sq. M., located on Ghorganyan street, behind Alexandrapoli. Iron door, wooden windows are installed, the interior doors are wooden, the bathroom is tiled 23 sq / m. It is provided with round-the-clock water and gas supply. 12 l is installed; water boiler. Has a basement throughout the house. All the necessary shops, places of rest, entertainment, etc. Are nearby.Translated from Armenian",Nov-25-2022_00-24,94 sq.m.,,,,https://list.am/en/item/10594969
House,Stone,618 sq.m.,2,5,1,,,Cosmetic Renovation,"Ռուսթավելի փողոց 62/4, Գյումրի","$130,000",USD,"Վաճառվում է Երկհարկանի Առանձնատուն Քաղաքի Կենտրոնում Տարտույի բակում։ Շինության ընդհանուր մակերեսը կազմում է 618քմ, բնակելին 337ք/մ է։Ապահովված է բոլոր անհրաժեշտ կոմունիկացիաներով։ Բակում նախատեսված է տարածք ամառային հանգստի համար, պտղատու այգի 300ք/մ։ Մուտքին տեղադրված են երկաթե դռներ, երկաթյա դարպասներ։ Առանձնատունը ունի սալիկապատված սանհագույց։Տանիքը ամբողջովին վերանորոգված է, էլեկտրական լարերը և ջրատար խողովակները ևս նոր են։ Բակում հատկացված է բացօթյա ավտոկայանտեղի և քարե ավտոտնակ 50ք/մ: Առանձնատունը ընդհանուր ունի 5 ննջասենյակ, փայտյա ճաղապատված պատուհաններ, միջսենյակային դռները փայտից են: Ջեռուցումը իրականացվում է կենտրոնացված համակարգով առկա է կաթսայատուն, լույսով, փայտով, գազով աշխատող, ունի նաև 100լ ջրի կաթսա, եռաֆազ հոսանք: Առանձնատունը ունի բաց պատշգամբ և փակ պատշգամբ՝որը նախկինում օգտագործվել է որպես պառնիկի համար։ Հարևանությամբ են գտնվում մանկապարտեզ, դպրոց և բազմաթիվ խանութներ։Տեղը հանգիստ է և անաղմուկ։",Nov-25-2022_00-24,300 sq.m.,,,,https://list.am/en/item/13241466
House,Stone,100 sq.m.,2,5,1,,,Old Renovation,"Տոլստոյի փողոց 36/1, Գյումրի","$30,000",USD,"The house has two parts. There is a one-storey private house in the yard. 3 garages. 2 separate gas meters, 2 water meters. Near the Polytechnic Institute.Translated from Armenian",Nov-25-2022_00-24,200 sq.m.,,,,https://list.am/en/item/17815167
House,Stone,56 sq.m.,2,4,1,,,Cosmetic Renovation,"Պուշկինի փողոց 3, Գյումրի","$45,000",USD,The house has all the utilitiesIt is located near the central squarePrice: NegotiableTranslated from Armenian,Nov-25-2022_00-24,,,,,https://list.am/en/item/18243316
House,Stone,310 sq.m.,1,5,2,,,Cosmetic Renovation,"Սունդուկյան փողոց 219, Գյումրի","$85,000",USD,"The house has a general heating system, it is cosmetically renovated, the interior doors are made of wood, the windows are of European manufacture. It has a large attic, a large basement, which is suitable for use as a warehouse. It has a two-story garage.Please call negotiable if you have any questions.Translated from Armenian",Nov-25-2022_00-24,160 sq.m.,,,,https://list.am/en/item/15927250
House,Stone,192 sq.m.,1,4,1,,,Partial Renovation,Shirak › Bashgyugh,"$25,000",USD,"Summer house for sale in Saralanj village of Artiki. Partially renovated. It has permanent water. The gas pipe is close to the house. The area near the house is 7000 m and the total area is 1 ha. The price is negotiable. For other information, call the indicated phone number.Translated from Armenian",Nov-25-2022_00-24,7000 sq.m.,,,,https://list.am/en/item/18229329
House,Stone,228 sq.m.,2,6,2,,,Partial Renovation,Shirak › Artik,"$25,000",USD,"All the windows of the house have just been changed, the second floor pole is made, the roof is made of zinc, it is a good house. Other details by call.Translated from Armenian",Nov-25-2022_00-24,410 sq.m.,,,,https://list.am/en/item/17970157
House,Stone,1260 sq.m.,2,4,1,,,Partial Renovation,"Կոմիտասի փողոց 1, Գյումրի","$150,000",USD,"Own house for salec. Gyumri, Komitas street1260 square meters. Common surface180 square meters. Living space4 roomsStoneOn the sunny sideUtility with all amenitiesCosmetically refurbishedEast-westGarage3 buildings in the yard3 bathroomsFactorySuitable for guest houseyardBasementSwimming poolHeating SystemWith hot and cold waterSelling price: $150,000Code 4826Translated from Armenian",Nov-25-2022_00-24,1080 sq.m.,,,,https://list.am/en/item/18222233
House,Stone,100 sq.m.,1,3,1,Available,3 or more spots,Cosmetic Renovation,"Մելիքյան փողոց 16, Գյումրի","$35,500",USD,"ՎԱՃԱՌՔԻ ԳՆԻ ՄԵՋ Է ՆԵՐԱՌՎԱԾ ՈՂՋ ԳՈՒՅՔԸ և ՏԵԽՆԻԿԱՆ․․․Վաճառվում է Առանձնատուն հասցեավորված որպես Վազգեն Սարգսյան 1 թաղամաս 87/3 բնակելի տուն, առանձնատունը գտնվում է Ֆանտանների հետնամասում։Հողատարածքի մակերեսը 409ք/մ է։Բնակելի տան մակերեսը 100ք/մ, քարե ավտոտնակ 42ք/մ։Տարածքը քարե պարիսպապատված է։Առանձնատունը բաղկացած է 3 սենյակներից։Մուտքին տեղադրված են երկաթյա դռներ, եվրո ճաղապատված պատուհաններ, խոհանոցը և սանհանգույցը սալիկապատված է տեղադրված է ջեռուցման կենտրոնացված համակարգ, տանը առկա է 2 նկուղային հատված։ Բակում նախատեսված է տարածք ամառային հանգստի համար, որտեղ կան մրգատու այգի, նաև մանղալ։Տեղը հանգիստ է և անաղմուկ։",Nov-25-2022_00-24,409 sq.m.,"ELectricity, water supply, sewerage","SWimming pool, barbecue oven, gazebo","FRidge, stove, washing machine",https://list.am/en/item/14115912
House,Stone,257 sq.m.,1,3,1,,,Major Renovation,"Yerevan Highway, Gyumri","$40,000",USD,"Own house for salec. Gyumri, Yerevan highway257 square meters. Common surface53 square meters. Living space3 roomsStoneOn the sunny sideUtility with all amenitiesThoroughly reconstructedTile and laminateGarageHeating SystemWith hot and cold waterSelling price: $40,000Code 8126Translated from Armenian",Nov-25-2022_00-24,204 sq.m.,,,,https://list.am/en/item/18217903
House,Stone,171 sq.m.,1,2,1,,,Partial Renovation,"Rustaveli Street, Gyumri","$65,000",USD,"Private house for saleQ ․ Gyumri Rustaveli street171 sq. M. Total area:2 roomsWith all utilitiesKarashenGarageBasementYard:Plot:Convenient to use as a guest house areaThe sale price is $ 65,000Code 7659Translated from Armenian",Nov-25-2022_00-24,100 sq.m.,,,,https://list.am/en/item/17883830
House,Stone,748 sq.m.,2,8+,2,,,Major Renovation,"Աճեմյան փողոց, Գյումրի","$175,000",USD,"For sale: Two-story private house-operating guest housec. Gyumri Slabotka313 square meters. Living space435 square meters. Plot of land9 roomsUtility with all amenitiesStoneEast-westWith hot and cold waterFencedFruit treesOperating guest houseGarageyardBasementHeating SystemThe sale is also partialSelling price: $175,000Code 4345Translated from Armenian",Nov-25-2022_00-24,435 sq.m.,,,,https://list.am/en/item/17869538
House,Stone,60 sq.m.,1,2,1,,,No Renovation,"Լևոն Մադոյան փողոց 1, Գյումրի","$40,000",USD,Needs a major overhaulTranslated from Armenian,Nov-25-2022_00-24,30 sq.m.,,,,https://list.am/en/item/18140485
House,Stone,120 sq.m.,2,4,1,,,Cosmetic Renovation,Shirak › Artik,"$47,000",USD,"The house is for sale together with the existing shop. It has permanent hot and cold water, baxi system, euro windows, open balcony, the roof is repairedTranslated from Armenian",Nov-25-2022_00-24,,,,,https://list.am/en/item/17657144
House,Stone,500 sq.m.,1,4,1,,,Cosmetic Renovation,"Այգաբացի 4-րդ շարք 3/3, Գյումրի","$30,000",USD,"House for sale on Aygabats street, behind the old people's home. The total area of the building is 500 square meters, the living area is 100 square meters. The house consists of 4 rooms. It is provided with all the necessary communications, the bathroom and the kitchen is tiled. Iron entrance, euro windows are installed at the entrance. There is a stone garage. There is a kindergarten, a school, many shops. The place is quiet and quiet.Translated from Armenian",Nov-25-2022_00-24,100 sq.m.,,,,https://list.am/en/item/11124365
House,Cassette,120 sq.m.,1,4,2,,,Major Renovation,Shirak › Haykavan,"$55,000",USD,"Գ. Haykavan, new district, money 3, house 16.The house was built by the Germans with their building materials. The area of the house is 120 square meters. M, 4 rooms, kitchen, bathroom, toilet with all amenities, hot and cold water 24 hours a day, heating and electric and alternative. The roof is completely repaired, the windows and the balcony door is barred. The area around the house is newly concrete. M, with euro windows separated from the rooms, the height of the basement is 2.3 m. The house is for sale with furniture.Translated from Armenian",Nov-25-2022_00-24,1200 sq.m.,,,,https://list.am/en/item/17382649
House,Stone,145 sq.m.,2,6,1,Not available,Not available,Old Renovation,Shirak › Arapi,"4,500,000 ֏",AMD,"As a result of the pledge, the property is the property of the Bank.Shirak marz, c. Residential house at Arap 1st Street, 5th Lane No. 2: 145.01 square meters, plot 0.075. The building is two-story, the windows, entrance and interior doors are wooden, there is electricity. Electricity and water, gas is missing.The presented property can also be purchased through lending by the Bank, with the current lending terms and rates.! Attention!The property is not encumbered by actual users.Translated from Armenian",Nov-25-2022_00-24,750 sq.m.,,,,https://list.am/en/item/16634286
House,Stone,160 sq.m.,1,4,1,,,Major Renovation,"1-ին փողոց 9, Աշոցք","$40,000",USD,"The house is located in the beginning of Ashotsk. It is completely renovated and equipped with everything necessary. The house is provided with constant hot/cold water, gas, a Baxi heating system is installed, the windows are European-made, the floor is completely tiled and heated, the entrance door is iron, between rooms. The doors are wooden. It has a basement. There is a large garage in the yard. There is also a semi-built cattle shed 30 meters from the house. The house is sold with partial ownership.Translated from Armenian",Nov-25-2022_00-24,500 sq.m.,,,,https://list.am/en/item/18200266
House,Stone,75 sq.m.,1,2,1,,,No Renovation,"Hakobyan street, Gyumri","$8,000",USD,"Own house for salec. Gyumri, Slabotka75 square meters. Living space300 square meters. Land surfaceStoneyardFruit treesSelling price: $8,000Code 8178Translated from Armenian",Nov-25-2022_00-24,300 sq.m.,,,,https://list.am/en/item/18199139
House,Stone,213 sq.m.,2,4,2,,,Cosmetic Renovation,"Վ. Սարգսյան 2-րդ թաղամաս 9, Գյումրի","25,000,000 ֏",AMD,"Two-storey house for sale V. In front of VABERI on Sargsyan Street. The total area of the land is 523 square meters, the living area is 213 square meters. It is provided with all necessary communications. Iron doors, euro and wooden windows are installed at the entrance. The house has 4 bedrooms on each floor, the kitchen and bathroom are tiled, the interior doors are wooden. The second floor of the mansion needs interior decoration. Individual heating system and solar powered system are installed. The mansion is separated by stone walls, there is a garden. A kindergarten, a school and many shops are nearby. The place is calm and quiet.Translated from Armenian",Nov-25-2022_00-24,523 sq.m.,,,,https://list.am/en/item/12782291
House,Stone,323 sq.m.,2,7,1,,,Cosmetic Renovation,"Կուրղինյան փողոց 61, Գյումրի","$120,000",USD,"Shaat Shtaap 2-storey house for sale in the back of PROFALI. The total area of the building is 450 sq/m, the living area is 323 sq/m first building and 157 sq/m stone garage and attached two-story building. Secured with all necessary communications. Iron doors are installed at the entrance, there are iron gates, euro windows, as well as a basement section along the whole house. On the first floor there are 5 bedrooms, with a separate tiled bathroom and kitchen. On the second floor you will find 4 bedrooms. The house has an auxiliary two-story building. It has a yard and outdoor parking spaces, a stone garage separated by stone walls from the yard. A kindergarten, a school and many shops are nearby. The place is calm and quiet.Translated from Armenian",Nov-25-2022_00-24,450 sq.m.,,,,https://list.am/en/item/9702243
House,Stone,103 sq.m.,1,3,1,,,Cosmetic Renovation,"Տերյան փողոց, Գյումրի","$50,000",USD,"Own house for salec. Gyumri, Slabotka103 square meters. Living space690 square meters. Land surface3 roomsStoneOn the sunny sideFruit treesGarageyardBasementCosmetically refurbishedUtility with all amenitiesPosition: East-WestEuro and wooden windowsHeating SystemSelling price: $50,000Code 4198Translated from Armenian",Nov-25-2022_00-24,690 sq.m.,,,,https://list.am/en/item/18193267
House,Stone,480 sq.m.,2,5,1,Not available,2 spots,Cosmetic Renovation,"Улица Спендиарова 4, Гюмри","$55,000",USD,Штаб вачарвум кам поханаквуме автомекенаи кам квартираи ед дзер комиц авелавчаров! Тунн гднвуме Строймаш Киношираки еднамасум 1.5 аргани 480 м2 @нданур макересов. Аваи чзангек ете етакркире грек листин,Nov-25-2022_00-24,110 sq.m.,,,,https://list.am/en/item/17660912
House,Stone,1860 sq.m.,1,3,1,By agreement,1 spot,Partial Renovation,"Yerevan Highway, Gyumri","$42,000",USD,"The house is located in Azatan village.There are adjacent buildings next to the house which are used as a tonratun, a cellar, a garage, an open-air kitchen, a barn.There are fruit trees on the land, the house is in good condition.The house is located in Shirak Marz, Azatan.Translated from Armenian",Nov-25-2022_00-24,500 sq.m.,,,,https://list.am/en/item/17944770
House,Stone,90 sq.m.,1,2,1,,,No Renovation,Shirak › Horom,"$11,000",USD,"A private house with a plot of land is for sale, as a yard.Translated from Armenian",Nov-25-2022_00-24,2500 sq.m.,,,,https://list.am/en/item/17705606
